MATERIAL_CODE,MATERIAL_CODE_DESC,MAT_GRP,MAT_GRP_DESC,UOM,ds,y,receipt_qty,inv_qty,unit_cost,n_locations,is_synthetic
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2023-11-30,25.0,23.0,14.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2023-12-31,26.0,30.0,18.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-01-31,31.0,31.0,18.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-02-29,35.0,36.0,19.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-03-31,28.0,35.0,26.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-04-30,45.0,32.0,13.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-05-31,40.0,47.0,20.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-06-30,26.0,44.0,38.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-07-31,35.0,22.0,25.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-08-31,25.0,40.0,40.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-09-30,20.0,29.0,49.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-10-31,27.0,25.0,47.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-11-30,29.0,35.0,53.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2024-12-31,25.0,32.0,60.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-01-31,25.0,28.0,63.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-02-28,25.0,26.0,64.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-03-31,26.0,31.0,69.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-04-30,33.0,34.0,70.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-05-31,30.0,32.0,72.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-06-30,41.0,37.0,68.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-07-31,30.0,34.0,72.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-08-31,27.0,35.0,80.0,932.0,2,1
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-09-30,30.0,30.0,80.0,932.0,2,0
20110501001336,"LATCH PIN,DWN:CO-20-137",201,COBPP EQPT & SPRS,EA,2025-10-31,30.0,30.0,50.0,932.0,2,0
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2023-11-30,34.0,31.0,0.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2023-12-31,29.0,31.0,2.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-01-31,40.0,24.0,0.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-02-29,32.0,39.0,7.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-03-31,37.0,38.0,8.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-04-30,33.0,40.0,15.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-05-31,29.0,43.0,29.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-06-30,26.0,36.0,39.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-07-31,24.0,32.0,47.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-08-31,22.0,23.0,48.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-09-30,19.0,20.0,49.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-10-31,24.0,24.0,49.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-11-30,32.0,29.0,46.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2024-12-31,30.0,29.0,45.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-01-31,37.0,29.0,37.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-02-28,38.0,32.0,31.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-03-31,40.0,51.0,42.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-04-30,33.0,50.0,59.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-05-31,29.0,28.0,58.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-06-30,29.0,34.0,63.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-07-31,25.0,28.0,66.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-08-31,23.0,34.0,77.0,8879.5,2,1
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-09-30,30.0,30.0,30.0,8879.5,2,0
20110601000141,"LID ASSY,CHARGING HOLE,DWN:COB-10-9702R2",201,COBPP EQPT & SPRS,EA,2025-10-31,30.0,30.0,0.0,8879.5,2,0
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2023-11-30,65.0,64.0,0.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2023-12-31,65.0,80.0,15.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-01-31,81.0,52.0,0.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-02-29,71.0,77.0,6.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-03-31,65.0,79.0,20.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-04-30,72.0,59.0,7.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-05-31,68.0,67.0,6.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-06-30,71.0,90.0,25.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-07-31,96.0,62.0,0.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-08-31,72.0,92.0,20.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-09-30,64.0,129.0,85.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-10-31,74.0,73.0,84.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-11-30,56.0,85.0,113.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2024-12-31,62.0,65.0,116.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-01-31,59.0,47.0,104.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-02-28,70.0,61.0,95.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-03-31,52.0,50.0,93.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-04-30,64.0,89.0,118.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-05-31,65.0,67.0,120.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-06-30,65.0,62.0,117.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-07-31,74.0,82.0,125.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-08-31,85.0,57.0,97.0,36500.0,3,1
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-09-30,70.0,70.0,70.0,36500.0,3,0
20110601000153,"T-PIPE,DWN:COB-10-2004-05 R3",201,COBPP EQPT & SPRS,EA,2025-10-31,70.0,70.0,0.0,36500.0,3,0
20110601000154,"MIDDLE PIPE,DWN:COB-10-2004-03.1 R2",201,COBPP EQPT & SPRS,EA,2023-11-30,168.0,136.0,0.0,15465.0,3,1
20110601000154,"MIDDLE PIPE,DWN:COB-10-2004-03.1 R2",201,COBPP EQPT & SPRS,EA,2023-12-31,178.0,193.0,15.0,15465.0,3,1
20110601000154,"MIDDLE PIPE,DWN:COB-10-2004-03.1 R2",201,COBPP EQPT & SPRS,EA,2024-01-31,145.0,233.0,103.0,15465.0,3,1
20110601000154,"MIDDLE PIPE,DWN:COB-10-2004-03.1 R2",201,COBPP EQPT & SPRS,EA,2024-02-29,228.0,117.0,0.0,15465.0,3,1
20110601000154,"MIDDLE PIPE,DWN:COB-10-2004-03.1 R2",201,COBPP EQPT & SPRS,EA,2024-03-31,182.0,227.0,45.0,15465.0,3,1
20110601000154,"MIDDLE PIPE,DWN:COB-10-2004-03.1 R2",201,COBPP EQPT & SPRS,EA,2024-04-30,173.0,231.0,103.0,15465.0,3,1
20110601000154,"MIDDLE PIPE,DWN:COB-10-2004-03.1 R2",201,COBPP EQPT & SPRS,EA,2024-05-31,178.0,227.0,152.0,15465.0,3,1
20110601000154,"MIDDLE PIPE,DWN:COB-10-2004-03.1 R2",201,COBPP EQPT & SPRS,EA,2024-06-30,165.0,182.0,169.0,15465.0,3,1
